gender;SeniorCitizen;tenure;PhoneService;Contract;PaymentMethod;MonthlyCharges;TotalCharges;Churn
Male;0;17;Yes;Month-to-month;Electronic check;81;1401;Yes
Female;0;4;No;Month-to-month;Electronic check;34;138;Yes
Female;0;36;Yes;One year;Electronic check;56;1942;No
Female;0;50;No;Two year;Credit card (automatic);40;1933;No
Female;0;48;No;Month-to-month;Credit card (automatic);30;1423;No
Female;0;50;Yes;Two year;Credit card (automatic);20;971;No
Male;0;72;Yes;Two year;Credit card (automatic);80;5811;No
Male;0;10;Yes;Month-to-month;Credit card (automatic);25;224;No
Female;0;18;Yes;Month-to-month;Mailed check;20;392;No
Male;0;1;Yes;Month-to-month;Electronic check;80;80;Yes
Female;0;1;Yes;Month-to-month;Electronic check;19;19;Yes
Male;0;9;Yes;Month-to-month;Electronic check;94;812;No
Male;0;2;Yes;Month-to-month;Mailed check;91;175;No
Female;0;40;Yes;Month-to-month;Credit card (automatic);79;3127;No
Male;0;69;Yes;One year;Bank transfer (automatic);100;6841;No
Female;0;37;Yes;One year;Electronic check;99;3755;Yes
Male;0;18;Yes;Month-to-month;Credit card (automatic);81;1407;No
Male;1;11;Yes;Month-to-month;Electronic check;70;835;No
Female;0;8;Yes;Month-to-month;Credit card (automatic);85;627;Yes
Female;0;3;Yes;Month-to-month;Electronic check;75;242;Yes
Male;0;55;Yes;One year;Credit card (automatic);59;3157;No
Male;0;33;Yes;Month-to-month;Electronic check;93;3092;No
Female;0;46;Yes;Month-to-month;Bank transfer (automatic);45;2169;No
Male;0;34;Yes;Two year;Bank transfer (automatic);26;980;No
Female;0;3;Yes;Month-to-month;Electronic check;20;66;No
Male;0;30;Yes;Two year;Mailed check;21;712;No
Female;0;33;Yes;One year;Electronic check;59;1953;No
Male;0;45;Yes;One year;Credit card (automatic);95;4369;No
Male;0;40;Yes;Month-to-month;Mailed check;62;2647;No
Female;0;71;Yes;Two year;Electronic check;119;8478;No
Male;0;1;Yes;Month-to-month;Electronic check;54;54;Yes
Female;0;72;No;Two year;Bank transfer (automatic);64;4528;No
Female;0;22;Yes;Month-to-month;Electronic check;80;1791;No
Male;0;46;Yes;One year;Bank transfer (automatic);20;846;No
Female;0;55;Yes;Two year;Mailed check;21;1210;No
Male;0;1;Yes;Month-to-month;Mailed check;20;20;No
Female;0;12;Yes;One year;Mailed check;76;854;No
Male;0;31;Yes;Month-to-month;Electronic check;80;2429;No
Male;0;5;No;Month-to-month;Electronic check;25;100;Yes
Female;0;67;Yes;Two year;Electronic check;76;5229;No
Male;0;1;Yes;Month-to-month;Mailed check;44;44;No
Male;0;40;No;One year;Electronic check;42;1716;Yes
Male;0;41;Yes;Month-to-month;Credit card (automatic);75;3024;No
Male;0;1;Yes;Month-to-month;Electronic check;75;75;Yes
Male;0;51;Yes;One year;Electronic check;95;4838;Yes
Male;0;42;No;Two year;Credit card (automatic);48;2032;No
Male;0;23;Yes;One year;Mailed check;20;437;No
Female;1;1;Yes;Month-to-month;Electronic check;71;71;Yes
Female;0;1;Yes;Month-to-month;Mailed check;20;20;No
Female;0;56;Yes;Month-to-month;Credit card (automatic);107;5894;No
Male;0;15;Yes;Month-to-month;Electronic check;91;1430;No
Male;0;12;Yes;Two year;Bank transfer (automatic);25;313;No
Female;0;54;Yes;Two year;Bank transfer (automatic);70;3872;No
Female;0;7;Yes;Month-to-month;Electronic check;67;458;No
Female;0;33;Yes;Month-to-month;Credit card (automatic);86;2746;Yes
Male;0;16;Yes;Month-to-month;Electronic check;20;341;No
Female;0;21;Yes;One year;Mailed check;65;1337;No
Male;1;30;Yes;Two year;Electronic check;75;2182;No
Male;0;3;Yes;Month-to-month;Mailed check;51;148;No
Male;0;11;Yes;Month-to-month;Electronic check;73;818;No
Female;0;62;Yes;One year;Credit card (automatic);115;7133;No
Male;0;18;Yes;Month-to-month;Electronic check;19;349;No
Male;0;6;Yes;Month-to-month;Mailed check;20;129;No
Female;0;46;Yes;One year;Electronic check;101;4674;No
Male;0;21;Yes;Month-to-month;Electronic check;84;1737;No
Male;0;68;Yes;Two year;Bank transfer (automatic);24;1499;No
Female;0;1;Yes;Month-to-month;Electronic check;50;50;No
Female;0;25;Yes;Month-to-month;Electronic check;75;1798;No
Female;0;24;Yes;Two year;Mailed check;20;498;No
Female;0;30;Yes;Month-to-month;Electronic check;85;2624;Yes
Female;0;2;Yes;Month-to-month;Electronic check;81;184;Yes
Male;0;51;Yes;One year;Bank transfer (automatic);107;5499;No
Female;0;57;Yes;Two year;Electronic check;85;4845;No
Female;0;15;Yes;Two year;Bank transfer (automatic);25;369;No
Female;0;72;Yes;Two year;Bank transfer (automatic);84;6097;No
Female;0;2;Yes;Month-to-month;Electronic check;76;161;Yes
Male;0;28;Yes;Month-to-month;Credit card (automatic);97;2684;No
Male;1;29;Yes;Month-to-month;Electronic check;99;3004;Yes
Male;0;70;Yes;Two year;Credit card (automatic);101;6995;No
Female;0;13;Yes;One year;Mailed check;20;273;No
Female;1;59;Yes;One year;Electronic check;94;5484;No
Male;1;13;Yes;Month-to-month;Electronic check;95;1234;Yes
Male;1;7;Yes;Month-to-month;Mailed check;74;528;Yes
Female;0;62;Yes;Two year;Mailed check;81;4986;No
Female;0;21;Yes;One year;Electronic check;60;1258;No
Female;0;2;Yes;Month-to-month;Electronic check;61;111;No
Female;0;1;Yes;Month-to-month;Credit card (automatic);44;44;No
Male;0;4;Yes;Month-to-month;Electronic check;86;308;No
Female;0;19;Yes;One year;Credit card (automatic);20;384;No
Female;0;30;Yes;Month-to-month;Electronic check;85;2556;Yes
Male;0;67;Yes;Two year;Credit card (automatic);19;1284;No
Male;1;72;Yes;Two year;Credit card (automatic);103;7550;No
Male;0;53;Yes;Two year;Credit card (automatic);20;1110;No
Female;0;5;Yes;One year;Electronic check;20;100;No
Male;1;71;Yes;Two year;Credit card (automatic);96;6707;No
Female;0;50;Yes;One year;Credit card (automatic);84;4164;No
Male;0;56;Yes;Two year;Electronic check;103;5874;No
Male;0;2;Yes;Month-to-month;Credit card (automatic);50;109;No
Female;1;2;Yes;Month-to-month;Electronic check;89;179;Yes
Male;0;24;Yes;Month-to-month;Electronic check;55;1338;Yes
Male;0;46;Yes;Two year;Credit card (automatic);20;862;No
Male;0;71;Yes;Two year;Electronic check;116;8565;No
Female;0;29;No;Month-to-month;Electronic check;31;926;No
Male;0;69;Yes;Two year;Bank transfer (automatic);24;1718;No
Male;0;71;Yes;Two year;Credit card (automatic);84;5957;No
Female;1;1;Yes;Month-to-month;Electronic check;91;91;Yes
Male;1;56;Yes;Two year;Bank transfer (automatic);86;4824;No
Male;0;56;Yes;One year;Mailed check;21;1239;No
Male;0;1;Yes;Month-to-month;Electronic check;80;80;Yes
Female;0;28;Yes;One year;Mailed check;26;672;No
Female;0;19;Yes;Month-to-month;Mailed check;20;382;No
Male;0;66;Yes;Month-to-month;Electronic check;64;4265;No
Female;0;17;Yes;One year;Mailed check;62;1071;No
Male;0;52;Yes;Two year;Mailed check;26;1346;No
Female;0;19;Yes;One year;Electronic check;58;1045;No
Female;0;36;Yes;One year;Bank transfer (automatic);86;3004;No
Male;1;7;Yes;Month-to-month;Mailed check;70;468;Yes
Male;0;72;Yes;One year;Credit card (automatic);105;7538;No
Male;0;67;Yes;One year;Electronic check;111;7482;Yes
Male;1;34;Yes;One year;Electronic check;100;3343;No
Male;1;57;Yes;Month-to-month;Bank transfer (automatic);95;5427;Yes
Female;0;7;Yes;Month-to-month;Electronic check;86;587;Yes
Female;1;1;Yes;Month-to-month;Electronic check;101;101;Yes
Male;0;8;Yes;Month-to-month;Bank transfer (automatic);20;161;No
Female;0;69;Yes;Two year;Electronic check;104;7029;No
Female;0;50;Yes;One year;Mailed check;104;5233;No
Male;0;10;Yes;One year;Mailed check;20;226;No
Female;0;12;Yes;Two year;Credit card (automatic);25;275;No
Female;0;14;Yes;Month-to-month;Electronic check;86;1181;Yes
Female;0;70;No;Two year;Bank transfer (automatic);50;3370;No
Female;1;64;Yes;Month-to-month;Bank transfer (automatic);109;7111;No
Female;0;66;Yes;Two year;Credit card (automatic);90;5959;No
Female;0;71;Yes;Two year;Credit card (automatic);82;6000;No
Male;1;20;Yes;Month-to-month;Electronic check;90;1648;No
Male;0;72;Yes;Two year;Bank transfer (automatic);79;5753;No
Female;0;71;Yes;Two year;Credit card (automatic);64;4493;No
Male;0;38;Yes;Month-to-month;Credit card (automatic);101;3957;No
Female;0;28;Yes;Month-to-month;Electronic check;90;2626;Yes
Male;1;17;Yes;Month-to-month;Electronic check;76;1233;Yes
Male;0;33;No;One year;Electronic check;39;1309;No
Female;0;23;No;Two year;Mailed check;35;813;No
Male;0;58;Yes;One year;Electronic check;20;1109;No
Female;1;70;Yes;Two year;Bank transfer (automatic);104;7349;No
Male;0;4;Yes;Month-to-month;Electronic check;71;294;No
Male;0;45;Yes;Two year;Mailed check;20;929;No
Male;0;10;Yes;Month-to-month;Electronic check;70;740;Yes
Male;0;36;Yes;Two year;Credit card (automatic);19;755;No
Male;0;54;Yes;Month-to-month;Mailed check;70;3883;No
Male;0;23;Yes;Two year;Mailed check;60;1414;No
Female;0;41;Yes;One year;Credit card (automatic);78;3211;No
Male;1;5;Yes;Month-to-month;Mailed check;71;372;No
Male;0;27;No;One year;Credit card (automatic);46;1246;No
Female;0;1;Yes;Month-to-month;Electronic check;96;96;No
Female;0;67;No;Two year;Credit card (automatic);36;2546;No
Female;1;72;Yes;Two year;Credit card (automatic);90;6449;No
Female;0;56;Yes;Two year;Credit card (automatic);25;1469;No
Male;0;44;Yes;One year;Electronic check;25;1014;No
Female;1;66;Yes;Month-to-month;Electronic check;101;6691;No
Female;0;34;Yes;One year;Mailed check;64;2089;Yes
Female;0;69;Yes;Two year;Bank transfer (automatic);105;7241;No
Female;0;1;Yes;Month-to-month;Electronic check;102;102;Yes
Female;0;40;Yes;Two year;Credit card (automatic);20;830;No
Male;0;30;Yes;Month-to-month;Bank transfer (automatic);54;1589;No
Female;0;11;Yes;Month-to-month;Mailed check;71;829;No
Female;0;15;Yes;One year;Credit card (automatic);20;302;No
Male;0;11;Yes;Month-to-month;Electronic check;69;712;No
Female;0;64;Yes;One year;Bank transfer (automatic);20;1337;No
Male;1;72;Yes;Two year;Bank transfer (automatic);74;5361;No
Male;1;72;Yes;Two year;Bank transfer (automatic);93;6735;No
Female;0;1;Yes;Month-to-month;Mailed check;51;51;No
Female;0;15;Yes;One year;Credit card (automatic);66;1010;No
Female;0;60;Yes;One year;Credit card (automatic);81;4847;No
Male;0;56;Yes;One year;Mailed check;53;3020;No
Female;0;8;Yes;Two year;Mailed check;21;162;No
Female;0;3;Yes;Month-to-month;Credit card (automatic);80;218;Yes
Female;0;49;Yes;Month-to-month;Credit card (automatic);52;2584;No
Female;0;2;Yes;Month-to-month;Electronic check;80;146;Yes
Female;0;6;Yes;Month-to-month;Bank transfer (automatic);98;567;Yes
Male;0;70;Yes;Two year;Bank transfer (automatic);115;7711;No
Male;0;12;Yes;Month-to-month;Mailed check;113;1385;Yes
Male;1;52;Yes;One year;Bank transfer (automatic);104;5481;No
Female;0;72;Yes;Two year;Credit card (automatic);114;8124;No
Female;0;40;Yes;Two year;Bank transfer (automatic);21;827;No
Female;0;1;Yes;Month-to-month;Mailed check;71;71;Yes
Female;1;3;Yes;Month-to-month;Electronic check;87;221;Yes
Female;1;40;Yes;Month-to-month;Electronic check;92;3674;No
Male;0;1;Yes;Month-to-month;Electronic check;50;50;No
Male;0;30;Yes;One year;Credit card (automatic);20;577;No
Male;0;23;Yes;Month-to-month;Electronic check;100;2331;Yes
Male;0;1;Yes;Month-to-month;Electronic check;75;75;Yes
Female;1;44;Yes;Month-to-month;Electronic check;104;4496;No
Male;0;65;Yes;Month-to-month;Electronic check;109;6941;Yes
Female;1;7;Yes;Month-to-month;Electronic check;48;340;No
Male;1;72;Yes;Two year;Credit card (automatic);25;1790;No
Female;1;8;Yes;Month-to-month;Credit card (automatic);100;909;No
Female;0;16;Yes;Month-to-month;Credit card (automatic);65;1043;Yes
Male;1;66;Yes;Month-to-month;Credit card (automatic);100;6822;Yes
Male;0;1;Yes;Month-to-month;Mailed check;72;72;Yes
Male;0;3;Yes;Month-to-month;Mailed check;56;158;No
Male;0;53;Yes;Month-to-month;Electronic check;94;5029;Yes
Male;1;8;Yes;Month-to-month;Credit card (automatic);64;582;No
Male;1;69;Yes;Two year;Bank transfer (automatic);108;7318;Yes
Female;0;5;Yes;Month-to-month;Mailed check;85;420;No
Female;0;72;Yes;Two year;Mailed check;107;7577;No
Female;0;13;No;Month-to-month;Bank transfer (automatic);49;633;Yes
Female;0;4;Yes;Month-to-month;Electronic check;86;322;Yes
Female;0;54;Yes;Two year;Credit card (automatic);91;4965;No
Male;0;72;Yes;Two year;Bank transfer (automatic);86;6152;No
Male;0;12;Yes;Month-to-month;Electronic check;107;1254;Yes
Male;0;1;No;Month-to-month;Electronic check;25;25;Yes
Male;1;1;Yes;Month-to-month;Electronic check;45;45;No
Female;0;54;Yes;One year;Electronic check;110;5893;Yes
Male;0;69;Yes;Two year;Credit card (automatic);79;5421;No
Female;0;48;Yes;Two year;Credit card (automatic);56;2627;No
Female;0;48;Yes;One year;Credit card (automatic);103;5038;Yes
Female;0;8;Yes;Month-to-month;Electronic check;90;744;No
Male;0;71;Yes;Two year;Mailed check;91;6590;No
Male;0;2;Yes;Month-to-month;Electronic check;48;92;Yes
Male;0;67;Yes;One year;Credit card (automatic);101;6733;No
Male;0;34;Yes;Month-to-month;Bank transfer (automatic);98;3410;No
Female;0;3;Yes;Month-to-month;Electronic check;70;200;No
Female;0;9;Yes;One year;Mailed check;66;593;No
Male;0;71;Yes;One year;Bank transfer (automatic);105;7288;No
Male;0;57;Yes;Two year;Credit card (automatic);90;5230;No
Male;0;72;No;Two year;Bank transfer (automatic);64;4465;No
Female;1;48;Yes;Month-to-month;Electronic check;105;5068;No
Male;0;18;Yes;One year;Mailed check;20;402;No
Male;0;43;Yes;One year;Credit card (automatic);104;4452;No
Female;0;72;Yes;Two year;Bank transfer (automatic);93;6689;No
Male;0;35;Yes;One year;Bank transfer (automatic);73;2661;No
Male;0;4;Yes;Month-to-month;Mailed check;21;73;No
Female;0;49;Yes;Two year;Mailed check;25;1212;No
Female;0;71;Yes;Two year;Bank transfer (automatic);101;7031;No
Male;0;11;Yes;Month-to-month;Electronic check;91;1020;No
Male;0;63;Yes;Two year;Credit card (automatic);89;5598;No
Female;1;65;Yes;Month-to-month;Bank transfer (automatic);95;6223;No
Female;0;49;Yes;Two year;Credit card (automatic);20;1025;No
Female;0;29;Yes;Month-to-month;Credit card (automatic);99;2933;Yes
Female;1;15;Yes;Month-to-month;Electronic check;83;1258;Yes
Female;0;4;Yes;Month-to-month;Electronic check;20;83;No
Female;0;72;Yes;One year;Credit card (automatic);109;7790;No
Female;1;26;Yes;Month-to-month;Credit card (automatic);86;2067;No
Female;1;35;Yes;Month-to-month;Bank transfer (automatic);102;3453;No
Female;0;57;Yes;One year;Electronic check;95;5469;No
Male;0;28;Yes;Month-to-month;Electronic check;64;1802;No
Female;0;25;Yes;One year;Mailed check;27;734;No
Female;0;47;Yes;One year;Credit card (automatic);66;3021;No
Female;0;57;Yes;Month-to-month;Bank transfer (automatic);65;3688;No
Male;1;16;Yes;Month-to-month;Credit card (automatic);85;1391;No
Male;0;5;Yes;Month-to-month;Mailed check;56;274;No
Male;0;17;Yes;Month-to-month;Bank transfer (automatic);70;1214;Yes
Female;1;56;Yes;One year;Bank transfer (automatic);105;5511;Yes
Male;0;72;Yes;Two year;Bank transfer (automatic);20;1323;No
Female;1;21;Yes;Month-to-month;Electronic check;94;1974;Yes
Female;0;48;No;One year;Credit card (automatic);45;2196;No
Female;0;68;Yes;Two year;Bank transfer (automatic);115;7844;No
Female;0;30;Yes;Month-to-month;Bank transfer (automatic);106;3212;No
Female;0;3;Yes;Month-to-month;Mailed check;46;130;No
Female;1;14;No;Two year;Mailed check;40;692;No
Female;0;4;Yes;Month-to-month;Bank transfer (automatic);20;86;No
Female;0;71;Yes;Two year;Credit card (automatic);96;6849;No
Male;0;8;Yes;One year;Mailed check;24;204;No
Male;0;61;No;Month-to-month;Bank transfer (automatic);34;2117;No
Male;0;72;Yes;Two year;Bank transfer (automatic);90;6566;No
Female;0;5;Yes;Month-to-month;Electronic check;84;425;No
Female;0;49;Yes;Two year;Bank transfer (automatic);67;3307;No
Male;0;8;Yes;Month-to-month;Bank transfer (automatic);20;169;No
Male;0;3;Yes;Month-to-month;Electronic check;80;254;No
Male;0;9;Yes;Two year;Mailed check;20;197;No
Male;0;67;Yes;Two year;Bank transfer (automatic);54;3838;No
Male;0;46;Yes;Month-to-month;Credit card (automatic);45;2065;No
Female;0;67;Yes;One year;Mailed check;75;5064;No
Female;0;55;Yes;One year;Electronic check;20;1140;No
Male;0;33;Yes;Month-to-month;Bank transfer (automatic);73;2447;No
Male;0;62;Yes;Two year;Credit card (automatic);20;1264;No
Female;0;1;Yes;Month-to-month;Mailed check;46;46;Yes
Male;0;49;No;Month-to-month;Electronic check;39;1838;No
Male;0;1;Yes;Month-to-month;Electronic check;45;45;No
Male;0;14;Yes;Month-to-month;Electronic check;83;1185;No
Male;1;18;Yes;Month-to-month;Bank transfer (automatic);94;1744;No
Female;1;1;Yes;Month-to-month;Electronic check;70;70;Yes
Female;0;1;Yes;Month-to-month;Credit card (automatic);86;86;Yes
Female;0;72;Yes;Two year;Credit card (automatic);117;8530;No
Male;0;64;Yes;Two year;Credit card (automatic);99;6549;No
Male;0;69;Yes;Two year;Bank transfer (automatic);113;7807;No
Female;0;1;Yes;Month-to-month;Electronic check;26;26;No
Male;0;71;Yes;Two year;Credit card (automatic);90;6287;No
Female;0;66;Yes;One year;Credit card (automatic);49;3252;No
Male;0;2;Yes;Month-to-month;Mailed check;19;51;No
Female;1;71;Yes;Two year;Bank transfer (automatic);110;7904;No
Male;0;11;Yes;One year;Electronic check;61;730;No
Male;0;47;Yes;Month-to-month;Electronic check;55;2654;No
Female;0;35;Yes;Month-to-month;Electronic check;70;2417;Yes
Male;1;32;Yes;Month-to-month;Bank transfer (automatic);106;3521;Yes
Male;0;60;Yes;Month-to-month;Bank transfer (automatic);104;5970;No
Male;0;11;Yes;One year;Mailed check;20;227;No
Female;0;29;No;One year;Credit card (automatic);40;1083;No
Male;0;21;No;Month-to-month;Electronic check;26;566;No
Male;1;48;Yes;Month-to-month;Credit card (automatic);91;4371;No
Female;0;3;No;Month-to-month;Mailed check;30;90;No
Female;0;43;Yes;Month-to-month;Mailed check;50;2169;No
Male;0;5;Yes;Month-to-month;Electronic check;105;551;No
Female;0;1;Yes;Month-to-month;Electronic check;55;55;No
Male;0;71;Yes;One year;Electronic check;85;6301;No
Female;0;8;Yes;One year;Electronic check;20;160;No
Male;0;8;Yes;Month-to-month;Electronic check;59;437;No
Male;0;20;Yes;Month-to-month;Credit card (automatic);91;1781;No
Female;0;33;Yes;One year;Mailed check;104;3467;Yes
Male;0;71;Yes;One year;Credit card (automatic);79;5553;No
Female;1;31;Yes;One year;Electronic check;91;2836;No
Female;1;38;Yes;One year;Credit card (automatic);95;3591;No
Male;0;1;Yes;Month-to-month;Electronic check;88;88;Yes
Female;0;2;No;Month-to-month;Mailed check;30;64;No
Female;0;12;No;Month-to-month;Bank transfer (automatic);50;617;No
Female;0;9;Yes;Month-to-month;Bank transfer (automatic);93;870;No
Male;1;11;Yes;Month-to-month;Electronic check;55;601;No
Male;0;6;Yes;Month-to-month;Mailed check;20;112;No
Female;0;71;Yes;One year;Bank transfer (automatic);85;6046;No
Female;0;42;Yes;One year;Credit card (automatic);94;3924;No
Female;0;8;Yes;Month-to-month;Electronic check;94;777;Yes
Female;0;5;Yes;Month-to-month;Electronic check;96;512;Yes
Female;0;2;Yes;Month-to-month;Electronic check;71;141;Yes
Female;0;45;Yes;Two year;Mailed check;21;892;No
Male;0;28;No;One year;Credit card (automatic);60;1682;No
Female;0;43;Yes;Month-to-month;Electronic check;80;3399;No
Male;0;60;Yes;Two year;Electronic check;85;4985;No
Female;0;42;No;One year;Mailed check;34;1445;Yes
Male;0;7;No;Two year;Credit card (automatic);50;306;No
Female;0;25;Yes;One year;Bank transfer (automatic);20;508;No
Female;1;40;Yes;Month-to-month;Credit card (automatic);95;3640;Yes
Male;0;27;Yes;One year;Bank transfer (automatic);101;2673;No
Male;0;10;No;Month-to-month;Electronic check;36;390;No
Female;1;27;Yes;Month-to-month;Bank transfer (automatic);86;2401;No
Female;0;11;Yes;One year;Bank transfer (automatic);54;652;No
Male;0;4;No;Month-to-month;Credit card (automatic);39;156;No
Male;0;68;No;Month-to-month;Bank transfer (automatic);40;2796;No
Male;1;1;Yes;Month-to-month;Electronic check;70;70;No
Female;0;18;Yes;One year;Mailed check;20;407;No
Female;0;57;Yes;Two year;Bank transfer (automatic);113;6465;Yes
